,ID
2952,1385541886685978624
2953,1385541882487345155
2954,1385541847280504838
2955,1385541807229087744
2956,1385541712827895809
2957,1385541678510092290
2958,1385541644032921602
2959,1385541585065189377
2960,1385541543386394627
2961,1385541541398294529
2962,1385541518061146112
2963,1385541513443225601
2964,1385541511765544965
2965,1385541507290107904
2966,1385541499568463874
2967,1385541498264039429
2968,1385541459957358592
2969,1385541459839909894
2970,1385541459428868103
2971,1385541458569138184
2972,1385541457486909445
2973,1385541457415577608
2974,1385541384246075392
2975,1385541364230860800
2976,1385541347042631684
2977,1385541345956204544
2978,1385541314628947971
2979,1385541209402322948
2980,1385541198404890624
2981,1385541183657725952
2982,1385541140066209792
2983,1385541124794818563
2984,1385541057518112770
2985,1385540962550702081
2986,1385540954287915008
2987,1385540788755566593
2988,1385540782736744448
2989,1385540770153828353
2990,1385540723261517825
2991,1385540632823881728
2992,1385540556340801536
2993,1385540548753334273
2994,1385540485230612485
2995,1385540389747134464
2996,1385540304925831171
2997,1385540271400755201
2998,1385540224739074049
